portfolio_id,new_portfolio_id
f0a0fa22-3010-43bc-88d8-6d25e6140d0a,85c6ad75-def5-444b-8203-9e3f76e480e8
a3a0b17c-a5e8-492a-866d-c7e99b2d4faa,0ac40b8d-4131-4200-8daa-8309f98ca7b9
61606fd5-e2a1-4d06-b7f2-73074cf6412e,bc1fd30d-629e-4336-befe-163310d5c62c
b1b9c3b5-e11a-4f23-b282-cec4867a7c5e,6ab6d15a-12d0-4783-958d-28f1ee52190d
e36e7324-4895-47f7-9dc2-dd97acb67f79,e79112cb-65f8-44a2-92a6-d93490490c66
46d5ad8e-9bf9-4c27-8550-e68c2b72f6d0,a06e9783-ec86-4fee-9e73-c83383122f64
097ef3fd-c51b-4492-a975-f288cf68a3ce,9491e72c-15e6-4c4c-912e-6c53cb079939
5c0d34fb-0b44-4a2e-b329-ddbb1b3b34ca,73b7e1fc-7c54-4d17-be38-39b4af0ef893
f3ec5fac-53a1-423f-837d-6344112344a2,ed0a1b94-c5c0-41d5-8817-0612a02c71e9
e8a3ef39-ef6d-4357-ba9b-e1ac2c0e8d44,76b6ef43-5476-44cb-b7b2-c3b2db28dfa0
030850d1-a926-4035-9032-645aec30def3,a6c96ab6-806e-4fa5-95fd-0ef18cca273d
7211feb0-a767-4bd4-b7e4-8f8ff6a9eece,aa06d0dd-dbd5-403f-bd17-d786f005cc9a
64d0283b-ab68-43d9-bee6-f96e8ca2d93c,36be16da-5023-435c-872d-24cba8b147df
24f4c284-32d9-46af-bcff-ff3fff14c654,7f1327de-0377-4662-8521-24e9110e097e
76186cb6-74b0-4a4d-8740-ab29330e0c91,16da191f-03b0-460f-a296-8519c6ef93af
e4774d28-26dd-4230-bd32-4bdc629c3754,b1b40085-c98d-4e69-8659-6cfedea71cff
37748307-bcfd-4f39-b884-ffb1308f6352,90398d99-7565-41e4-87fc-ce40e0ebc818
cd7f9804-3c77-4bc4-a2a4-825cf50c16cc,72e3f2a9-7a4e-4154-a7b5-22c5e1ed0885
5e01413c-7d20-4e0f-841d-844b02af369f,01edc67e-75c3-49e3-9d42-9458196ed10c
d3980579-571b-44f4-8a0c-2c8ba86e106d,6fb03b86-14fa-4828-bb59-599ce3d7e298
9bf0e4c1-00c6-4d65-a058-adae7a846971,06e4fcfa-ca79-429a-ba33-b9f396177643
ef009d11-f974-47ea-b28b-80c84c21f0eb,df93f005-954d-4a5d-b2f4-bbfd361aa736
975244ae-8890-4659-a2c9-45bdbb1d1056,57d50b0f-5865-45fb-868b-3cb5132ae094
81de8039-108f-4f91-b916-72d2c4b2dc48,3c57ed18-4605-4bc3-bfdc-5a41e5782bbb
39aa8711-8c00-4eaf-b98a-debef80b142d,4cf204f0-5c9d-424e-956f-cb2d0ae5ad0a
16db7f4f-2c4f-411a-85b4-29871dfcc4c5,50e5cdfc-ca86-4eea-95b6-3d81d2682745
11e4a245-c9f9-4dde-9330-716638c0b110,600c62cc-54bc-4ada-b805-6e4d040eac05
92cc68a5-4317-4ee9-8c78-e39766ebe359,7c6497fb-9e7c-438d-828d-df93a0ca99cb
ff95647d-07c9-41d7-941c-9635a37b3c7e,912825a0-7d26-4543-bd73-557ed5c383f6
2d277733-8b4b-4def-b2f7-88dea3fc63f2,94226625-8409-4804-978e-04f121942c0f
1ded8564-0b4e-4467-a33b-796995265bac,85325bf8-0743-480a-98dc-505f2c07efe6
