portfolio_id,downloaded_count
5cb98b69-27e7-43a0-bd49-13c75a40c47a,1
13664a8f-21bc-45e4-a6a4-ba4d033dcfc0,1
9f9d4177-914f-4d70-ac62-73788e6306f4,1
3f02417f-0640-450c-9f10-27f81504b84f,1
221219f1-7cb5-4798-9f60-816bdd8fd398,1
c583889c-e770-4a72-b801-01b1c682eb2e,1
6d4e1c5c-8923-4d9d-ad1a-a567cb188f05,1
a70f971e-c185-40fa-9b92-47874549c23a,1
cb4dee84-1391-49f0-ae10-dfde03fc84ef,1
c3ea045f-1636-4a1d-97a3-bfb056c92838,1
fe75ef36-4c34-4971-b4d9-8b89c1d6a026,1
5d2deebe-6b7e-4c73-9f03-ea8feac7b66c,1
5bf0e96f-281e-4dbe-96cf-8a9b36cdcb0e,1
1addc3d6-b888-4a77-8891-9a7499b645de,1
8aada9b0-1285-40e0-b6c1-bff5f3051fa9,1
1729c6c5-5252-4e4b-b23a-cf72d5e0da35,1
3e725139-6e5c-44fb-a70e-733c593b188c,1
4b741594-f7fe-440f-87b6-5c31807314cc,1
3798c78d-1f94-42a1-95d6-9655edf243b6,1
2e3b67e3-7004-49b8-afc2-a335f792bcd8,1
27c7f93c-8d90-4636-9277-fe38089913f2,1
a2894af8-3ec9-481a-ae75-980aebac6b9d,1
6831d396-3e1c-4e8c-9a5f-6be1fdfe8a88,1
8c7d9e78-f0fe-4776-9d46-713e7ec2475e,1
ea709dde-2f8e-41e8-9aa6-b88fe79274bf,1
95e7799c-3089-42fb-ad14-bc988775874a,1
6819825c-d585-4ae5-9ed0-01e8ddf8b300,1
c6f5dd0b-f7a9-4e27-968b-0a48108a87b8,1
e15f2e87-50a1-4d81-88cd-b81cf3d27456,2
d2c87364-105a-4ac4-b313-72732bc5a392,1
eab52b1c-4bb1-4a1c-b805-34c205c963c0,2
553ae6a0-c1c3-4022-a931-d144a55354cf,1
07bab78d-aa33-4117-a02f-9731c07f762f,1
53db7acf-af9a-4f4d-93dd-6ed95415bed9,1
9c574cc8-7e0e-416a-b4cf-9bff9237a262,1
3b543618-525d-435d-8d0b-df707f0644a6,1
21c67ea6-52ba-4c74-bfec-7de7bd859652,1
9f220f11-f8d9-4faa-90b9-4a283476272a,1
bcc458b0-3860-4209-be51-08f7c47d9db3,1
7225eff9-f3c4-416f-a0b8-d3c25f34bef3,1
007f9921-a8cf-4b64-86b6-4285e0914414,1
dc956424-548d-4f9e-a4d2-de8db2c92df3,1
7e38dcb5-3736-4d19-ad4f-1fb328f4a0d8,1
7ecf31fb-918a-460a-9f14-837ceea548c6,1
b0f816fc-2d18-4981-b275-21fe964cd60f,1
f0b041f9-7bc1-4f0d-9056-5a4c1c862f2f,1
2892346f-345e-466d-9cb3-cd56c8cf9eaf,1
dc88230d-a1e5-4bbf-b63e-f92916368d80,1
6861707f-1028-45eb-9deb-af8cce576520,1
415d0f8e-4490-4c9a-b02d-279a52c13ac2,1
c0660875-085e-47ef-bf74-ea8cf8f33d47,1
0b288ff0-e12d-40ef-a02a-934bd66aa949,1
8c6030d2-e92f-4dce-a1d7-26c38022d2b2,1
c65f003c-9e4d-4d5e-9ad0-2f4b29a65867,1
7b534647-acc3-4dcf-92a0-9338b008db82,1
cb851c74-8ea0-420c-a62d-7c641320f14d,1
05f819ed-e597-4ea6-b20e-73970fb33041,1
ca0aa32c-11d6-4f22-b14b-2ff3c5bf4dd1,1
f051bb0b-7d4a-4d01-8d71-b2d900307974,1
b2c31428-0017-40c7-a18b-7b049c365800,1
f43dd994-3481-4947-b01b-f379b346437d,1
b6875853-807c-41f1-b0b0-c1417846f55a,1
1baa9ccc-dd74-4968-97dc-fa3ae039ffe5,1
7537ba85-31b8-4439-846d-5278b11e8d88,1
66e62fc1-406b-45a5-a3ac-8d9c84c93da8,2
2544db04-bbca-4034-8bd2-b5ded762a267,1
c4d2dbc0-d99e-4f97-bd16-8a9a47a8a2a7,1
607f74c1-2def-447c-8f28-840f50aa265a,1
b0a0e665-6419-4dc1-9667-005cf568d946,1
eeda2fc5-481e-4ed9-9fb1-9d53b34a1b9f,1
9b74b28a-75ba-48de-bf12-a0e2c1a54f89,2
4741d4bc-c41a-49ea-bebc-b74b26355b0f,1
29808aa4-0f30-40a3-b112-3564bcf3d1cc,1
2f357893-98b9-4126-a0c4-ee9bbd0940c2,3
0d3c5507-583a-4c5c-9a74-dcef0452d2b3,1
866c604f-6d13-4735-b3ab-ce589e87d042,1
131960e5-8342-4e9b-8bbf-181664d48f0a,1
6063032c-aece-49cf-9d03-ced14d3a2b14,1
9c4574c2-f436-4131-9739-0aeff86a6eaf,1
3b23e036-33a1-4627-848e-f36bfbe199a0,1
090b662e-87be-48c7-85be-8f45e1cb97ed,1
83d0a3b9-eee2-455d-8aa9-86e3f7a63031,1
f4e2aa0b-e06e-45d8-b4fe-4e999191eba0,1
edb432b0-2184-4de9-9e1f-4faa7daae4d9,1
08ca010c-c7dd-41f4-828e-a2fc0b86cf5c,1
f7c6388c-56dc-42ed-922a-857f65d6b996,2
c2d6f97c-46ba-416d-9038-d2b70660023c,1
030db735-c2f2-4f3e-9106-39b5ebe4acb7,1
52231766-cf52-43a7-8ed6-b995661c0acf,1
e433ec7b-bae6-44a5-9fc6-d61e8aecdba0,1
d023a8c1-f649-416b-8fd9-157b2f8329c0,3
2d5e40d5-3403-49c1-94ce-be07b66e5e23,2
2f2d261a-dfc7-4f95-a835-b012b280285e,1
233a8904-b77b-4326-ba54-db8712bbf26d,1
e267cced-3c35-455d-a855-39e8623fd4b2,1
c5df693e-3684-4dea-99cf-fb3a8d3242db,1
520b6a25-e802-49c5-9885-51ec4e6dabe1,1
1db9707e-e9e6-40f1-9801-edd8f63250ea,1
f7fac261-865b-4308-8754-48f29c7556eb,1
8d14396d-c52f-4cdf-8f6d-cf36c2912cfa,1
46a3de78-2358-4da9-825b-6a5ee01ae265,1
09d44dd6-2226-4290-94d6-32115d1a59ca,1
6acbf6be-feb1-4f1c-ab93-2fdb5c5d8473,1
c6f96834-254b-461a-a667-861146551918,1
feb713b8-896c-4c64-8880-62700e8fe401,1
54810166-69d3-4eda-8e70-325514c28b88,1
d6f67f7d-b723-4d8f-ab39-3891f0ff9ac7,1
df6c64cc-a8bf-488e-ac57-3b239022e936,1
86434cfe-6329-49d0-a08f-de2b827fd398,1
5963c8ee-498a-46b0-aaee-e7e670b534a1,1
5c8c5318-4a62-46e8-9a9a-94eb7c187fb0,1
21315e2e-3c2a-40ec-87c3-70a46c70d0bf,1
46c8e26d-75a2-4973-af85-09ccf6ac2e06,1
0192d8d2-9965-441c-9c64-a94f2bf6aafe,1
ce2c36a6-91d2-4ec7-ab69-d5c31bc6001b,1
0a432a67-093e-4162-bdc1-9d8c6bbf1a9a,1
eb479664-8a71-43ec-9fef-48980fd34369,1
9910ad15-5ff6-4f53-a2d9-fdca3ce048dc,1
918e14e0-a48a-49e1-bdb0-ccbae485451d,1
359a62b0-8fcc-46c0-abae-e2f2c06d103c,2
76445d16-0b43-478a-a845-f3960e4702ca,1
5573ccaa-4b79-4960-88b4-ea9fd7c8deeb,1
3b7d7b45-9124-49ef-b798-afab8934aa09,1
9c4696a6-7a1a-4159-8d67-cd2b7360c219,1
7018d94a-e17e-418a-af2a-70005a82d5ca,1
e377f573-8ac7-40db-ae95-3222af5c97e8,1
3869a6c6-15b8-4272-924d-37d8dc9f63d9,1
