portfolio_id,documents,new_portfolio_id
37c360f1-7661-4717-8556-2d5763dee5f2,1,eb267822-d80c-4c7b-b1ea-b6119a638a33
44710a9e-72e7-409e-8d72-3d6f7c3d27e8,1,2e98f0b8-5834-43d6-b8f1-4d805c2765a2
736fdda9-5abf-4c1e-87f2-6121558ca22c,1,fcfeade0-c45d-48c7-863d-de0c74f22d7c
c38371c7-60f6-443f-953f-e5b41d0f60c7,1,baec7227-d20d-479a-9b4f-2e3f17922c9d
2c57db50-4a09-4864-8501-5350ee98d7e2,2,4ec43bec-7a62-4795-87bd-56b2f3377716
471dd1b7-088a-4f88-8935-3c610d63dd6b,1,10dfb867-a8d7-420a-aae1-29809f6f6321
7c19a130-e4a2-4a06-a975-f0f0e68b9519,1,a84ab9a4-d1ec-478c-be77-0486e6d143c9
0d5c7654-b30a-4f51-a233-146d32955dce,1,254d7652-ab69-4949-8bf0-589794c93707
a5bd2251-33cd-490e-8d65-18fcbbe24e99,1,1fee4d11-78cf-4445-b49e-41258f666636
46f5d190-0ac5-460c-8d89-304261cc10ea,1,94359ead-b2be-444a-bebf-166839054dfd
c6123531-263c-4e64-9ba3-0c20c148ac46,1,a349ca3b-4eee-4b7a-93ea-23ce92c96fdc
d4c4ea73-cb97-4c9e-8ac5-94cf2c7bc022,1,49d2c078-1816-4ff2-bf9c-ed83992f7647
9bd3df18-6e07-4d0e-98bb-f8705de75845,1,db39a86f-0029-4106-950e-16496e0ac500
fb1dd0f8-74d9-45d6-a467-5880ed94c5c4,1,b6729736-6975-4259-be4d-df342d63148d
460449af-3bc2-42d8-a824-10cd64a8e4b8,1,181ef237-ba5b-4090-b2f6-da5002ef81b8
bfaa9038-2c9e-453f-b5b1-91a1b7315395,1,18e8544f-52a7-45f4-a24d-7f64c42031b3
48146977-1b67-4a39-804d-58062339af17,1,e5ef810f-4f9c-4e69-8caf-582bf888db7b
1f54316d-9eee-44ac-974f-6a0783089910,1,cc0aa10e-7b4b-4b7d-bd61-4388608150c8
c7630961-ccdd-4f2f-a312-371ac0eab296,1,f2d9a864-869e-4c7e-bace-81c1ad7d88bf
8df87f9d-a532-4077-a767-fbca18f1f98e,1,acef91bc-e0b9-4ad3-821a-63273e38715e
309b3b92-0e7c-436e-8e70-74e3b96d57e0,1,38df3a0d-3288-42f1-a26d-da5040dac912
